desc,name,portion_weight,price,url
"Focaccia, tomato sauce, dzadzyki sauce, spinach-cheese appetizer, tuna appetizer, angina snack.",Focaccia with toppings,450 g,89.00 mdl,https://www.andys.md/en/pages/menu/36/
"Sweet pepper, cucumbers, carrots, cherry tomatoes, Caesar sauce, dzadzyki sauce, salted cheese, rucola, spinach, oregano, olive oil.",Vegetable plate,650 g,85.00 mdl,https://www.andys.md/en/pages/menu/36/
"Mozzarella cheese, Dorblu, Parmizan, Camembert, Edam, honey, nuts, currant jam, almonds, pesto sauce, toasted bread, olive oil.",Cheese plate,650 g,245.00 mdl,https://www.andys.md/en/pages/menu/36/
"Oranges, grapefruit, grapes, mint.",Platou cu fructe,1300 g,125.00 mdl,https://www.andys.md/en/pages/menu/36/
,Wednesday lunch,,80.00 mdl,https://www.andys.md/en/pages/menu/14/
,Thursday lunch,,80.00 mdl,https://www.andys.md/en/pages/menu/14/
,Friday lunch,,80.00 mdl,https://www.andys.md/en/pages/menu/14/
,Monday lunch,,80.00 mdl,https://www.andys.md/en/pages/menu/14/
,Tuesday lunch,,80.00 mdl,https://www.andys.md/en/pages/menu/14/
,Wednesday lunch,,80.00 mdl,https://www.andys.md/en/pages/menu/14/
,Thursday lunch,,80.00 mdl,https://www.andys.md/en/pages/menu/14/
,Friday lunch,,80.00 mdl,https://www.andys.md/en/pages/menu/14/
,Monday lunch,,80.00 mdl,https://www.andys.md/en/pages/menu/14/
,Tuesday lunch,,80.00 mdl,https://www.andys.md/en/pages/menu/14/
,Croque-Madame sandwich,200 g,40.00 mdl,https://www.andys.md/en/pages/menu/53/
"Oats flakes, milk, almonds, raisins, dried apricots, honey, sprinkled with cocoa and decorated with mint.",Oatmeal with dried fruits,270 g,25.00 mdl,https://www.andys.md/en/pages/menu/53/
"Croissant, béchamel sauce, cheese, ham.",Ham&Cheese,180 g,40.00 mdl,https://www.andys.md/en/pages/menu/53/
,Croissant with jam and butter,60/30/20 g,18.00 mdl,https://www.andys.md/en/pages/menu/53/
"Flour, milk, eggs, chicken, salt. Served with honey, butter, cream, black currant jam, mint.",Pancakes,200/80/50 g,40.00 mdl,https://www.andys.md/en/pages/menu/53/
"Cheesecakes, sour cream, black currant jam, mint.",Cheesecakes with jam,240/50/50 g,40.00 mdl,https://www.andys.md/en/pages/menu/53/
,Okroshka,350 g,40.00 mdl,https://www.andys.md/en/pages/menu/68/
"Radishes, tomatoes, spinach, olive oil, lemon juice.",Spring Salad,340 g,45.00 mdl,https://www.andys.md/en/pages/menu/68/
"Vanilla cream, nutella, strawberries, bananas, almond chips, mint, powder.",Strawberry focaccia,510 g,70.00 mdl,https://www.andys.md/en/pages/menu/68/
"Muscapone mousse, strawberry marmalade, strawberries, strawberry sauce, mint.",Strawberry cheesecake,160/60 g,45.00 mdl,https://www.andys.md/en/pages/menu/68/
"Strawberry sauce, fresh lime, sugar syrup, strawberry, mint, ice",Strawberry lemonade,420 g,32.00 mdl,https://www.andys.md/en/pages/menu/68/
"Vanilla ice cream, strawberries, mint.",Gelato with strawberries.,250 g,40.00 mdl,https://www.andys.md/en/pages/menu/68/
"Mint, lime, sugar syrup, strawberry,, 7Up.",Strawberry mojito,340 g,40.00 mdl,https://www.andys.md/en/pages/menu/68/
